category,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews,cleaned_category
Men Shirts,1239,1533,3.8,5099,2025-08-16,3XL,Khaki,Linen,19.18,Limited Stock,True,30 days,2 days,True,881,men shirt
Women Dresses,1931,2284,3.8,7929,2025-08-16,XS,Beige,Rayon,15.47,Back in Stock,True,30 days,8 days,True,1139,women dress
Women Dresses,1051,3626,4.3,4619,2025-08-16,S,Blue,Linen,71.02,In Stock,True,30 days,4 days,False,367,women dress
Men Shorts,711,3387,4.0,2738,2025-08-16,S,Navy,Cashmere,79.01,Limited Stock,True,30 days,2 days,True,220,men short
Men Jeans,1617,2833,4.1,7681,2025-08-16,S,Green,Viscose,42.94,Pre-Order,True,45 days,7 days,True,1026,men jean
Men Shorts,1956,3841,4.7,1535,2025-08-16,XXL,Olive,Wool,49.08,Few Left,True,45 days,3 days,True,148,men short
Women Hoodies,1766,8318,4.2,5706,2025-08-16,S,Beige,Rayon,78.77,In Stock,False,15 days,5 days,True,353,women hoodi
Men Hoodies,914,1696,4.0,1756,2025-08-16,S,Peach,Denim,46.13,Coming Soon,True,45 days,5 days,True,177,men hoodi
Men Jeans,1815,3950,3.8,2168,2025-08-16,XS,Black,Tencel,54.06,In Stock,True,30 days,6 days,True,182,men jean
Women Tops,1105,3084,4.7,1767,2025-08-16,XXL,Lavender,Fleece,64.18,Coming Soon,True,30 days,7 days,True,152,women top
Men Shirts,1250,3754,2.8,806,2025-08-16,XL,Beige,Polyester,66.71,In Stock,True,45 days,5 days,True,66,men shirt
Women Tops,910,1838,4.1,4499,2025-08-16,XS,Olive,Viscose,50.51,Back in Stock,True,45 days,3 days,True,277,women top
Men Shirts,1086,4447,4.1,3053,2025-08-16,M,Cream,Bamboo,75.58,In Stock,True,30 days,4 days,False,288,men shirt
Men Hoodies,1711,8350,4.0,6592,2025-08-16,L,Pink,Viscose,79.51,2-3 pieces left,True,15 days,7 days,True,1050,men hoodi
Men Jeans,1048,1897,3.5,4983,2025-08-16,M,Blue,Fleece,44.77,Coming Soon,True,15 days,6 days,True,810,men jean
Men Jeans,921,1794,3.5,1135,2025-08-16,XL,Pink,Viscose,48.68,Back in Stock,True,10 days,4 days,True,83,men jean
Women Dresses,1427,2462,3.9,3449,2025-08-16,S,Black,Modal,42.05,Limited Stock,True,15 days,2 days,False,288,women dress
Men Jeans,1875,7009,3.7,138,2025-08-16,XL,Brown,Rayon,73.25,Limited Stock,True,45 days,4 days,True,17,men jean
Women Jeans,542,821,3.5,49,2025-08-16,S,Brown,Spandex,34.04,Only 1 Left,True,45 days,2 days,True,8,women jean
Women Hoodies,1710,2598,4.5,5316,2025-08-16,XXL,Turquoise,Jersey,34.19,Few Left,True,30 days,4 days,True,917,women hoodi
Men Hoodies,100,265,3.8,2233,2025-08-16,XL,Mint,Polyester,62.39,Few Left,True,45 days,1 days,True,375,men hoodi
Women Tops,1107,1648,3.4,2175,2025-08-16,M,Pink,Rayon,32.86,Back in Stock,True,45 days,2 days,True,404,women top
Men Shorts,1022,2401,4.1,4685,2025-08-16,XS,Burgundy,Fleece,57.44,Limited Stock,True,10 days,2 days,True,686,men short
Women Jeans,1413,2586,4.1,3258,2025-08-16,S,Maroon,Spandex,45.37,Only 1 Left,True,45 days,6 days,True,345,women jean
Women Jeans,663,2609,4.2,5027,2025-08-16,XS,Brown,Wool,74.59,2-3 pieces left,True,45 days,2 days,False,327,women jean
Women Hoodies,1666,2476,3.6,5223,2025-08-16,S,Black,Jersey,32.73,2-3 pieces left,True,10 days,2 days,True,655,women hoodi
Women Tops,1063,1942,3.7,2079,2025-08-16,M,Purple,Silk,45.29,Few Left,True,10 days,7 days,True,380,women top
Men Shirts,1321,2207,4.2,4856,2025-08-16,XS,Green,Modal,40.15,Limited Stock,True,15 days,7 days,False,760,men shirt
Men Hoodies,1314,1759,3.8,3077,2025-08-16,L,Beige,Jersey,25.32,Back in Stock,True,10 days,2 days,True,292,men hoodi
Men Tshirts,444,971,3.8,359,2025-08-16,M,Peach,Silk,54.28,Back in Stock,True,15 days,7 days,True,40,men tshirt
Women Skirts,978,1086,4.0,278,2025-08-16,3XL,Red,Cotton,10.02,Coming Soon,True,15 days,1 days,False,45,women skirt
Women Skirts,1165,1498,4.1,3201,2025-08-16,XS,Pink,Hemp,22.25,Back in Stock,True,30 days,5 days,True,175,women skirt
Men Tshirts,1612,4427,3.6,2472,2025-08-16,M,Cream,Polyester,63.59,Only 1 Left,True,15 days,1 days,False,441,men tshirt
Men Hoodies,1697,2745,3.7,2270,2025-08-16,XXL,Coral,Cashmere,38.19,Only 1 Left,True,10 days,8 days,True,418,men hoodi
Men Shirts,1186,1357,3.8,4663,2025-08-16,3XL,Olive,Modal,12.62,Limited Stock,True,10 days,2 days,True,569,men shirt
Men Jeans,1071,2425,4.3,2884,2025-08-16,XL,Teal,Fleece,55.85,Pre-Order,True,45 days,6 days,True,221,men jean
Women Hoodies,1529,5274,3.2,3167,2025-08-16,XXL,Lavender,Cashmere,71.01,In Stock,True,45 days,3 days,True,406,women hoodi
Men Shirts,1088,5362,3.9,4082,2025-08-16,L,White,Lycra,79.71,In Stock,False,45 days,1 days,True,294,men shirt
Men Hoodies,776,1023,3.5,1300,2025-08-16,XS,Maroon,Hemp,24.16,Coming Soon,True,45 days,3 days,True,74,men hoodi
Men Tshirts,1469,3094,4.2,0,2025-08-16,M,Yellow,Rayon,52.53,2-3 pieces left,True,10 days,5 days,True,0,men tshirt
Men Shorts,1238,1997,3.7,8711,2025-08-16,S,Coral,Cashmere,38.03,Coming Soon,True,45 days,1 days,True,626,men short
Women Jeans,821,1623,3.6,4855,2025-08-16,S,White,Wool,49.43,Pre-Order,True,15 days,1 days,True,592,women jean
Women Jeans,697,1294,3.7,3073,2025-08-16,XXL,Charcoal,Fleece,46.14,Few Left,True,15 days,3 days,True,587,women jean
Men Tshirts,1048,2784,3.9,3714,2025-08-16,M,Sage,Modal,62.36,In Stock,True,10 days,6 days,True,721,men tshirt
Women Tops,1664,2731,4.7,1066,2025-08-16,3XL,Grey,Spandex,39.09,2-3 pieces left,True,10 days,2 days,True,191,women top
Men Tshirts,1014,1237,3.9,7805,2025-08-16,XS,Peach,Wool,18.09,Pre-Order,True,30 days,2 days,True,1188,men tshirt
Men Jeans,2212,8388,3.3,5070,2025-08-16,M,Yellow,Hemp,73.63,Coming Soon,False,30 days,6 days,True,446,men jean
Men Shirts,1283,2117,4.0,4031,2025-08-16,XL,Black,Fleece,39.4,Back in Stock,True,30 days,6 days,True,525,men shirt
Women Skirts,985,2433,3.7,3743,2025-08-16,XXL,Grey,Jersey,59.53,Coming Soon,True,45 days,1 days,True,413,women skirt
Women Jeans,1057,4837,3.3,5115,2025-08-16,S,Charcoal,Viscose,78.15,Limited Stock,True,15 days,3 days,True,766,women jean
Men Shorts,2052,2649,4.5,1369,2025-08-16,S,Grey,Wool,22.56,Few Left,True,15 days,1 days,True,74,men short
Men Shorts,1092,1306,3.3,4973,2025-08-16,3XL,Red,Denim,16.44,2-3 pieces left,False,30 days,7 days,True,779,men short
Men Hoodies,379,983,3.7,2140,2025-08-16,L,Maroon,Cashmere,61.47,Pre-Order,True,45 days,2 days,True,145,men hoodi
Women Jeans,1353,2329,4.4,3429,2025-08-16,S,Blue,Lycra,41.93,In Stock,False,10 days,6 days,True,626,women jean
Men Shirts,785,1308,4.4,2936,2025-08-16,XL,Teal,Denim,39.99,Back in Stock,True,15 days,8 days,True,305,men shirt
Women Dresses,100,160,4.0,9470,2025-08-16,S,Cream,Bamboo,37.79,Pre-Order,True,45 days,7 days,True,1307,women dress
Women Hoodies,716,1269,4.1,4803,2025-08-16,XS,Cream,Hemp,43.58,Limited Stock,True,10 days,4 days,True,824,women hoodi
Women Hoodies,1403,4987,4.2,3646,2025-08-16,L,Purple,Lycra,71.87,Only 1 Left,True,30 days,5 days,True,705,women hoodi
Men Shorts,1801,3926,3.9,3030,2025-08-16,XS,Rose Gold,Silk,54.13,Pre-Order,True,45 days,1 days,True,257,men short
Men Hoodies,284,1009,4.1,7543,2025-08-16,L,Teal,Viscose,71.87,Back in Stock,True,30 days,3 days,True,823,men hoodi
Women Skirts,1385,4622,3.8,1581,2025-08-16,M,Orange,Spandex,70.04,Pre-Order,True,10 days,3 days,True,238,women skirt
Women Skirts,620,2061,3.7,7417,2025-08-16,XS,White,Wool,69.93,In Stock,True,45 days,4 days,True,1266,women skirt
Men Tshirts,379,643,3.4,4478,2025-08-16,XXL,Peach,Polyester,41.13,In Stock,True,10 days,1 days,True,675,men tshirt
Women Jeans,100,130,3.5,2763,2025-08-16,3XL,Purple,Linen,23.55,Coming Soon,True,10 days,4 days,True,199,women jean
Women Hoodies,891,1056,4.4,0,2025-08-16,XXL,Red,Tencel,15.65,Only 1 Left,True,15 days,6 days,True,0,women hoodi
Women Hoodies,539,1880,3.7,457,2025-08-16,M,Khaki,Tencel,71.34,Back in Stock,True,45 days,2 days,True,83,women hoodi
Women Jeans,1435,2180,4.6,4376,2025-08-16,M,Maroon,Tencel,34.19,Limited Stock,True,30 days,8 days,True,635,women jean
Men Shirts,1234,2117,4.1,2821,2025-08-16,M,Peach,Cashmere,41.72,Back in Stock,True,15 days,3 days,True,419,men shirt
Women Hoodies,1116,2133,3.8,824,2025-08-16,L,Green,Cotton Blend,47.68,Few Left,True,45 days,2 days,True,101,women hoodi
Men Tshirts,1381,4439,4.1,8045,2025-08-16,XXL,Black,Cotton,68.89,Limited Stock,True,45 days,3 days,True,898,men tshirt
Women Jeans,810,3435,4.3,1611,2025-08-16,XL,Yellow,Bamboo,76.42,In Stock,True,10 days,4 days,True,209,women jean
Men Tshirts,360,464,4.0,2696,2025-08-16,XXL,Yellow,Tencel,22.51,Few Left,True,45 days,6 days,True,224,men tshirt
Women Skirts,1144,3604,4.0,4879,2025-08-16,L,Teal,Rayon,68.26,Back in Stock,True,30 days,5 days,True,911,women skirt
Men Jeans,1352,2605,4.1,4046,2025-08-16,XL,Teal,Spandex,48.1,Only 1 Left,True,10 days,7 days,True,436,men jean
Women Tops,535,1439,3.5,3306,2025-08-16,3XL,Khaki,Linen,62.84,Pre-Order,True,45 days,6 days,True,596,women top
Women Skirts,970,1224,3.9,5838,2025-08-16,3XL,Coral,Viscose,20.79,Only 1 Left,False,15 days,5 days,True,936,women skirt
Men Shorts,1510,6371,3.4,2598,2025-08-16,XS,Navy,Polyester,76.3,Pre-Order,False,45 days,3 days,True,482,men short
Men Tshirts,1347,1445,4.3,5539,2025-08-16,XXL,Charcoal,Wool,6.82,Back in Stock,True,10 days,3 days,True,572,men tshirt
Women Skirts,603,1049,3.3,3430,2025-08-16,S,Rose Gold,Wool,42.53,2-3 pieces left,False,45 days,4 days,True,548,women skirt
Men Tshirts,1024,1199,3.4,6074,2025-08-16,S,Blue,Lycra,14.61,In Stock,True,45 days,4 days,True,639,men tshirt
Women Dresses,1833,3077,3.4,5623,2025-08-16,3XL,Red,Polyester,40.43,Limited Stock,False,10 days,5 days,True,326,women dress
Men Shorts,1201,2661,4.0,0,2025-08-16,XL,Cream,Denim,54.88,2-3 pieces left,True,45 days,6 days,True,0,men short
Men Jeans,1833,6456,4.4,5146,2025-08-16,M,Yellow,Silk,71.61,Only 1 Left,True,30 days,1 days,True,548,men jean
Men Tshirts,1036,1773,4.0,915,2025-08-16,M,Olive,Cotton Blend,41.58,Pre-Order,False,15 days,6 days,True,166,men tshirt
Women Hoodies,590,1160,3.3,8259,2025-08-16,XS,Rose Gold,Silk,49.18,Coming Soon,True,15 days,4 days,True,781,women hoodi
Women Dresses,747,821,3.8,4729,2025-08-16,3XL,Yellow,Polyester,9.09,Limited Stock,True,15 days,6 days,True,363,women dress
Men Tshirts,100,282,4.2,6025,2025-08-16,3XL,Rose Gold,Cashmere,64.64,Limited Stock,True,45 days,3 days,True,527,men tshirt
Women Hoodies,1144,4218,3.5,7076,2025-08-16,3XL,Grey,Rayon,72.88,Coming Soon,False,45 days,4 days,True,767,women hoodi
Men Tshirts,1278,1735,3.3,6068,2025-08-16,XS,Mint,Hemp,26.37,Few Left,True,30 days,2 days,True,571,men tshirt
Women Tops,1613,3240,4.0,459,2025-08-16,XXL,Pink,Viscose,50.23,Few Left,True,10 days,6 days,True,35,women top
Women Jeans,1446,3170,4.2,492,2025-08-16,XXL,Green,Modal,54.39,Few Left,True,45 days,4 days,True,42,women jean
Women Skirts,1161,5705,3.8,5194,2025-08-16,M,Khaki,Silk,79.65,Few Left,True,15 days,6 days,True,678,women skirt
Men Hoodies,1530,6569,2.9,4375,2025-08-16,XS,Peach,Viscose,76.71,Coming Soon,True,30 days,1 days,True,369,men hoodi
Men Tshirts,849,1947,4.0,1308,2025-08-16,3XL,Turquoise,Cashmere,56.4,Pre-Order,True,45 days,3 days,True,234,men tshirt
Women Dresses,886,2227,3.3,4082,2025-08-16,S,Mint,Viscose,60.23,Few Left,True,30 days,1 days,True,558,women dress
Women Skirts,1186,3117,4.0,2429,2025-08-16,XL,Khaki,Jersey,61.96,Limited Stock,True,45 days,7 days,True,157,women skirt
Women Jeans,1218,1406,4.2,3737,2025-08-16,3XL,Coral,Lycra,13.41,Pre-Order,True,15 days,5 days,False,556,women jean
Men Hoodies,888,1618,4.2,4116,2025-08-16,XS,Blue,Jersey,45.14,Pre-Order,True,10 days,1 days,True,464,men hoodi
Men Tshirts,803,3949,4.3,876,2025-08-16,3XL,Charcoal,Lycra,79.67,In Stock,True,45 days,6 days,True,131,men tshirt
Women Tops,1180,1404,3.8,5523,2025-08-16,S,Yellow,Linen,15.98,Few Left,True,15 days,2 days,True,470,women top
Men Shirts,679,1239,4.3,3548,2025-08-16,XL,Teal,Viscose,45.24,2-3 pieces left,True,10 days,6 days,False,638,men shirt
Women Skirts,386,452,4.2,4814,2025-08-16,XXL,Lavender,Denim,14.66,In Stock,True,30 days,4 days,True,621,women skirt
Women Dresses,697,1173,3.5,0,2025-08-16,XXL,Mustard,Silk,40.63,Only 1 Left,True,45 days,2 days,True,0,women dress
Men Shirts,1529,4198,4.3,7495,2025-08-16,XXL,Burgundy,Linen,63.58,In Stock,True,30 days,7 days,True,529,men shirt
Women Skirts,987,1285,3.9,0,2025-08-16,3XL,Brown,Polyester,23.25,Back in Stock,True,15 days,4 days,True,0,women skirt
Men Jeans,694,2412,4.3,3253,2025-08-16,L,Purple,Lycra,71.23,Back in Stock,True,45 days,7 days,True,392,men jean
Women Skirts,1820,3942,4.2,4697,2025-08-16,XXL,Red,Polyester,53.84,In Stock,True,15 days,6 days,True,666,women skirt
Men Tshirts,1500,3508,3.3,2469,2025-08-16,M,Maroon,Lycra,57.25,2-3 pieces left,True,45 days,3 days,True,124,men tshirt
Men Shorts,916,3569,3.5,4517,2025-08-16,M,Navy,Denim,74.34,2-3 pieces left,True,45 days,6 days,True,885,men short
Men Shirts,1031,1114,3.5,6188,2025-08-16,XS,Pink,Silk,7.52,Few Left,True,15 days,4 days,True,631,men shirt
Women Dresses,1649,1926,4.1,223,2025-08-16,M,White,Modal,14.39,Coming Soon,True,10 days,7 days,True,33,women dress
Women Tops,809,1868,4.3,3527,2025-08-16,L,Olive,Viscose,56.7,Pre-Order,True,10 days,3 days,True,543,women top
Women Skirts,1745,3034,3.8,4741,2025-08-16,M,Burgundy,Wool,42.49,Few Left,True,10 days,6 days,True,814,women skirt
Men Hoodies,995,1291,4.0,1078,2025-08-16,L,Olive,Cotton,22.94,2-3 pieces left,True,15 days,7 days,True,188,men hoodi
Women Hoodies,348,571,3.6,3358,2025-08-16,3XL,Mustard,Wool,39.1,Limited Stock,True,10 days,2 days,True,312,women hoodi
Women Jeans,364,534,4.0,5955,2025-08-16,S,Mint,Jersey,31.88,Pre-Order,True,45 days,5 days,True,507,women jean
Men Hoodies,1117,1573,4.1,8195,2025-08-16,3XL,Blue,Tencel,28.99,Limited Stock,True,15 days,5 days,True,639,men hoodi
Men Hoodies,801,978,3.6,2967,2025-08-16,L,Mint,Lycra,18.17,Back in Stock,False,15 days,8 days,True,418,men hoodi
Men Shorts,1626,1909,4.0,2878,2025-08-16,XL,Maroon,Jersey,14.85,Pre-Order,False,15 days,3 days,False,208,men short
Men Jeans,1446,4688,3.7,833,2025-08-16,3XL,Mint,Fleece,69.16,Coming Soon,True,10 days,7 days,True,142,men jean
Women Dresses,575,1053,4.2,6711,2025-08-16,XXL,Maroon,Cashmere,45.43,In Stock,True,30 days,5 days,True,814,women dress
Men Shirts,1541,1638,4.8,990,2025-08-16,XXL,Pink,Polyester,5.97,Few Left,True,30 days,2 days,True,83,men shirt
Men Shorts,971,1435,4.1,4072,2025-08-16,3XL,Burgundy,Rayon,32.34,Only 1 Left,True,10 days,7 days,True,789,men short
Men Shorts,1921,2367,4.3,0,2025-08-16,L,Mustard,Bamboo,18.85,Pre-Order,True,10 days,7 days,True,0,men short
Women Jeans,1578,6011,3.9,2212,2025-08-16,XXL,Teal,Polyester,73.75,Few Left,True,45 days,8 days,True,172,women jean
Women Dresses,1094,1161,3.3,2703,2025-08-16,L,Turquoise,Jersey,5.83,Pre-Order,True,45 days,8 days,True,153,women dress
Men Shorts,1605,4321,3.3,16,2025-08-16,L,Red,Lycra,62.86,In Stock,True,45 days,5 days,True,2,men short
Men Hoodies,302,492,4.5,3321,2025-08-16,L,Rose Gold,Polyester,38.67,Coming Soon,True,45 days,1 days,True,329,men hoodi
Men Tshirts,1835,4888,4.0,2989,2025-08-16,M,Turquoise,Cashmere,62.46,2-3 pieces left,True,15 days,6 days,True,231,men tshirt
Men Jeans,1419,4876,3.7,6607,2025-08-16,XXL,Mustard,Lycra,70.9,Limited Stock,True,10 days,3 days,True,955,men jean
Men Hoodies,1321,3128,4.2,5532,2025-08-16,M,Grey,Cashmere,57.78,Pre-Order,True,10 days,1 days,True,580,men hoodi
Women Dresses,955,1968,3.7,3723,2025-08-16,S,Brown,Polyester,51.48,Few Left,True,15 days,1 days,True,328,women dress
Women Tops,484,525,4.2,3933,2025-08-16,M,Brown,Linen,7.83,Back in Stock,True,10 days,1 days,True,300,women top
Women Tops,1375,2366,3.4,3979,2025-08-16,L,Coral,Cotton,41.89,Limited Stock,True,15 days,5 days,True,334,women top
Men Shorts,1715,5145,3.8,1822,2025-08-16,3XL,Black,Lycra,66.67,Limited Stock,True,30 days,3 days,True,244,men short
Women Tops,1073,2024,3.6,5430,2025-08-16,XL,Beige,Polyester,47.0,Coming Soon,True,15 days,4 days,True,391,women top
Men Tshirts,587,2153,4.5,927,2025-08-16,M,Lavender,Cotton,72.74,In Stock,True,15 days,2 days,True,181,men tshirt
Women Tops,1639,3979,4.0,4387,2025-08-16,XL,Khaki,Spandex,58.81,Back in Stock,True,10 days,1 days,True,287,women top
Men Hoodies,1302,1630,4.5,7611,2025-08-16,L,Coral,Fleece,20.15,Pre-Order,False,30 days,7 days,True,602,men hoodi
Men Shorts,1678,4127,3.9,2005,2025-08-16,L,Orange,Viscose,59.35,2-3 pieces left,True,45 days,5 days,True,395,men short
Men Hoodies,1393,3976,4.5,6484,2025-08-16,M,Cream,Silk,64.97,In Stock,True,10 days,3 days,False,829,men hoodi
Women Skirts,960,2289,4.0,2647,2025-08-16,M,Peach,Silk,58.07,2-3 pieces left,True,15 days,3 days,False,416,women skirt
Women Jeans,503,1229,4.3,1599,2025-08-16,3XL,Beige,Linen,59.1,In Stock,True,45 days,5 days,True,185,women jean
Men Jeans,2134,2628,3.9,5058,2025-08-16,L,Grey,Viscose,18.81,In Stock,True,45 days,1 days,True,653,men jean
Women Dresses,342,996,3.7,5212,2025-08-16,M,Red,Cashmere,65.68,Few Left,True,15 days,1 days,True,861,women dress
Women Skirts,1171,2046,4.5,3217,2025-08-16,XL,Maroon,Tencel,42.77,Back in Stock,True,30 days,5 days,True,502,women skirt
Women Jeans,1416,1819,4.0,5844,2025-08-16,XXL,Black,Lycra,22.18,Only 1 Left,True,45 days,4 days,True,1025,women jean
Men Hoodies,1772,3720,2.9,150,2025-08-16,M,Beige,Spandex,52.37,Only 1 Left,True,45 days,2 days,True,10,men hoodi
Women Skirts,1473,1944,4.2,279,2025-08-16,S,Green,Wool,24.25,In Stock,True,15 days,3 days,False,38,women skirt
Women Dresses,1528,2589,4.1,3454,2025-08-16,L,Peach,Cotton Blend,41.0,In Stock,True,30 days,1 days,True,320,women dress
Women Dresses,511,1680,4.1,4569,2025-08-16,XXL,Purple,Fleece,69.6,Only 1 Left,True,10 days,6 days,True,868,women dress
Women Dresses,1333,2229,4.3,642,2025-08-16,M,Green,Cashmere,40.2,Coming Soon,True,10 days,6 days,True,121,women dress
Women Hoodies,1131,2289,3.7,8347,2025-08-16,S,Cream,Cashmere,50.6,2-3 pieces left,True,15 days,3 days,True,697,women hoodi
Men Shirts,454,648,4.4,226,2025-08-16,S,Sage,Rayon,30.03,Limited Stock,True,10 days,2 days,True,11,men shirt
Women Jeans,1603,1883,4.1,4773,2025-08-16,S,Red,Hemp,14.9,Only 1 Left,True,10 days,3 days,True,585,women jean
Men Shorts,1142,3403,3.5,6329,2025-08-16,3XL,Yellow,Silk,66.45,In Stock,True,10 days,8 days,True,972,men short
Men Tshirts,886,1249,4.2,0,2025-08-16,XXL,Teal,Rayon,29.07,Back in Stock,True,45 days,8 days,True,0,men tshirt
Men Shirts,1649,2433,4.2,6052,2025-08-16,L,Cream,Bamboo,32.24,Limited Stock,True,45 days,5 days,True,834,men shirt
Men Hoodies,336,1150,4.3,4456,2025-08-16,XXL,Olive,Rayon,70.79,2-3 pieces left,True,30 days,6 days,True,490,men hoodi
Women Hoodies,1790,2951,4.6,7004,2025-08-16,S,Peach,Lycra,39.36,Coming Soon,True,30 days,5 days,True,870,women hoodi
Women Skirts,1458,3171,3.7,6852,2025-08-16,XXL,Orange,Wool,54.03,Limited Stock,True,45 days,3 days,True,921,women skirt
Women Jeans,1334,3407,4.2,1552,2025-08-16,3XL,Rose Gold,Polyester,60.85,Pre-Order,True,10 days,6 days,True,208,women jean
Men Shorts,1108,2061,3.9,2026,2025-08-16,XS,Pink,Denim,46.24,Back in Stock,True,15 days,1 days,True,382,men short
Men Shirts,1546,5557,3.9,433,2025-08-16,XL,Burgundy,Jersey,72.18,Limited Stock,True,15 days,6 days,True,34,men shirt
Women Hoodies,1563,2228,4.0,1045,2025-08-16,S,Black,Cotton Blend,29.87,Coming Soon,True,15 days,1 days,True,182,women hoodi
Men Hoodies,589,874,3.7,2991,2025-08-16,XS,Cream,Rayon,32.61,In Stock,True,15 days,6 days,True,469,men hoodi
Men Jeans,895,1214,4.0,630,2025-08-16,S,Khaki,Cotton Blend,26.32,Pre-Order,True,15 days,1 days,True,60,men jean
Women Tops,826,2332,4.9,1676,2025-08-16,M,Coral,Jersey,64.59,Pre-Order,True,15 days,3 days,True,228,women top
Women Hoodies,1163,1837,4.4,4585,2025-08-16,S,Navy,Wool,36.7,In Stock,True,45 days,8 days,True,517,women hoodi
Women Hoodies,1370,2341,3.6,0,2025-08-16,XS,Burgundy,Cashmere,41.49,2-3 pieces left,True,45 days,7 days,True,0,women hoodi
Women Dresses,925,2648,3.9,28,2025-08-16,XS,Pink,Cotton,65.08,Few Left,True,30 days,8 days,True,4,women dress
Men Shorts,1493,2406,4.0,8263,2025-08-16,XL,Brown,Cashmere,37.95,Coming Soon,True,10 days,1 days,True,827,men short
Women Skirts,1141,2705,3.8,4477,2025-08-16,S,Khaki,Spandex,57.82,Limited Stock,True,45 days,5 days,True,872,women skirt
Women Skirts,1444,1815,4.2,1559,2025-08-16,L,Lavender,Rayon,20.48,2-3 pieces left,True,30 days,1 days,True,104,women skirt
Men Shirts,982,3212,3.9,4938,2025-08-16,M,Cream,Modal,69.43,Pre-Order,True,45 days,1 days,True,284,men shirt
Women Tops,513,1087,4.0,2980,2025-08-16,XS,Maroon,Bamboo,52.83,Back in Stock,True,10 days,3 days,True,317,women top
Women Hoodies,100,190,3.7,6739,2025-08-16,3XL,Rose Gold,Viscose,47.56,Limited Stock,True,10 days,3 days,True,759,women hoodi
Women Dresses,1494,1684,4.3,5254,2025-08-16,L,Peach,Rayon,11.29,Only 1 Left,True,15 days,6 days,True,897,women dress
Men Hoodies,624,670,4.3,4306,2025-08-16,L,Pink,Lycra,7.0,In Stock,True,30 days,3 days,True,774,men hoodi
Women Skirts,143,443,3.4,6784,2025-08-16,L,Yellow,Linen,67.79,In Stock,True,10 days,2 days,True,622,women skirt
Men Jeans,1654,3035,4.0,4417,2025-08-16,3XL,Khaki,Modal,45.52,Pre-Order,True,45 days,3 days,True,817,men jean
Women Skirts,1122,3205,3.8,6414,2025-08-16,M,Charcoal,Linen,65.0,Only 1 Left,True,10 days,7 days,True,1116,women skirt
Men Tshirts,1751,2233,3.1,4868,2025-08-16,XS,Grey,Jersey,21.62,2-3 pieces left,True,10 days,1 days,True,879,men tshirt
Women Hoodies,274,357,3.5,2582,2025-08-16,L,Pink,Spandex,23.38,Limited Stock,True,30 days,1 days,True,445,women hoodi
Women Tops,1988,2217,4.8,6282,2025-08-16,XXL,Lavender,Cotton,10.36,Back in Stock,True,10 days,1 days,True,382,women top
Women Dresses,1047,5203,4.1,2766,2025-08-16,3XL,White,Silk,79.88,Few Left,True,45 days,4 days,True,203,women dress
Men Shorts,1118,1504,3.5,5238,2025-08-16,S,Yellow,Silk,25.69,Coming Soon,True,30 days,3 days,True,464,men short
Men Shorts,1354,2466,4.2,2947,2025-08-16,S,Cream,Cashmere,45.1,Limited Stock,True,10 days,8 days,True,295,men short
Men Jeans,620,988,4.7,4514,2025-08-16,L,Maroon,Lycra,37.3,Few Left,True,30 days,5 days,True,852,men jean
Women Jeans,1877,4800,4.3,4663,2025-08-16,S,Lavender,Jersey,60.9,Pre-Order,True,30 days,1 days,True,773,women jean
Women Skirts,1340,5890,4.1,4918,2025-08-16,M,Mint,Hemp,77.25,Back in Stock,True,15 days,1 days,True,405,women skirt
Men Tshirts,1683,2060,4.4,5317,2025-08-16,M,Grey,Bamboo,18.33,Pre-Order,True,45 days,6 days,True,721,men tshirt
Women Jeans,1093,4197,3.5,1468,2025-08-16,S,Burgundy,Spandex,73.96,Only 1 Left,True,10 days,8 days,True,236,women jean
Women Skirts,1089,5401,3.9,4645,2025-08-16,XS,Brown,Silk,79.84,2-3 pieces left,True,15 days,6 days,True,664,women skirt
Women Skirts,1493,1742,4.3,3255,2025-08-16,XXL,Green,Cotton,14.32,In Stock,True,30 days,6 days,True,265,women skirt
Women Jeans,1631,4179,4.3,7035,2025-08-16,XS,Coral,Modal,60.98,Few Left,True,45 days,3 days,True,1047,women jean
Women Dresses,1578,7195,4.0,0,2025-08-16,M,Rose Gold,Modal,78.07,Only 1 Left,True,10 days,6 days,True,0,women dress
Men Shorts,1415,1975,4.3,3062,2025-08-16,M,Burgundy,Modal,28.36,Limited Stock,True,30 days,1 days,True,284,men short
Women Dresses,842,2409,3.9,0,2025-08-16,XL,Rose Gold,Fleece,65.05,Limited Stock,True,30 days,7 days,True,0,women dress
Women Skirts,1456,2741,3.8,1249,2025-08-16,XXL,White,Cotton,46.89,Limited Stock,True,10 days,7 days,True,99,women skirt
Men Tshirts,668,804,4.4,4209,2025-08-16,XL,White,Cashmere,16.94,Limited Stock,True,15 days,4 days,True,561,men tshirt
Men Jeans,542,763,3.8,3236,2025-08-16,XS,Coral,Spandex,29.03,Coming Soon,True,30 days,1 days,True,400,men jean
Women Skirts,1543,3420,3.8,4765,2025-08-16,S,Brown,Cotton Blend,54.89,Coming Soon,True,10 days,4 days,True,426,women skirt
Women Dresses,704,1043,3.4,1432,2025-08-16,XS,Charcoal,Hemp,32.53,2-3 pieces left,False,10 days,8 days,True,230,women dress
